image_id,description,height,width,path
813F4YYG7DL,"77.6""W x 3.1""D x 53.7""H. Well-constructed plywood and metal legs. This king-size headboard with foam padding covered in yellow-patterned fabric is a serene addition to your bedroom decor in a classic, transitional style.. Padding and sturdy construction give extra comfort and support.. Assemble in 15 minutes or less. Free returns for 30 days. 1-year warranty.",2560,2560,dc/dcaf16b5.jpg
61NpWJp15EL,"Guitar capo (3-pack, copper) for applying smooth, even pressure throughout the fret of an acoustic or electric guitar; delivers a reliable response with clear sound (no buzzing). Made of durable zinc alloy with an electroplating surface that's oxidation and corrosion resistant for an aesthetic appearance and long-lasting performance. Moderate steel spring makes it easy to attach the capo and move it up and down the fret as needed. Compact, ergonomic design feels comfortable in the hand; soft silicon cushion protects the guitar from scratches and damage. Measures 92 by 98 by 54 mm; backed by an AmazonBasics 1-year limited warranty",1215,1215,a5/a5a9afde.jpg
91s-xQ1CiqL,The package weight of the product is 2.318 kilograms. Sweetened with 100% cane sugar. This is a placeholder. Specialty: Kosher,2560,1302,9d/9d639744.jpg
51WTjzHaMDL,"Our Organic Pear formula is made with fresh pears and is a yummy way to encourage your growing baby to enjoy a variety of tastes and ingredient combinations. Made in USA. Contains no artificial flavors or colors. Non-GMO. Non-BPA packaging. USDA-Certified Organic. Stage 2 foods for babies around 6+ months. Features a re-sealable lid that snaps back on; Refrigerate after opening and serve within 2 days. Serving size 1 tub (113g). An Amazon brand. Satisfaction Guarantee: We’re proud of our products. If you aren’t satisfied, we’ll refund you for any reason within a year of purchase. 1-877-485-0385",1000,1000,7c/7cb5be90.jpg
81QPAtnq4nL,Lace-up trainers. Knot embellishment. Elastic embellishment. Raised rubber sole. Padded inners,2560,1971,94/94271ad6.jpg
A1pm5cSDyWL,"If casual is your style, this rug will enhance your relaxed décor. Subtle patterns in striated gold tones have been artistically hand woven. The luxurious medium pile wool is barefoot soft and ready to tie your room together.. 7' 6"" x 5'. 100% wool. Hand-woven in India. High pile is easy to clean .. Pair with rug pad (sold separately). Ships tightly rolled in a protective bag",2560,2560,b1/b11d5531.jpg
81AmeaXuCrL,"8 colors: the crayons come in an assortment of 8 different rainbow-inspired primary and secondary colors. Premium results: the crayons deliver true vivid hues and eye-catching brightness. All ages: the classic crayons are suitable for use by kids of any age. Versatile: use the crayons for at-home or in-classroom activities like coloring in coloring books, creating craft projects, or making signs. Storage box: the crayons come in a reusable box for safe, tidy storage and convenient on-the-go coloring",1366,1366,41/411479bb.jpg
61zbu9dwITL,"One 8 oz. package of Happy Belly Light Cream Cheese. No artificial preservatives, flavors, or dyes. Contains: Milk. Satisfaction Guarantee: We're proud of our products. If you aren't satisfied, we'll refund you for any reason within a year of purchase. 1-877-485-0385. An Amazon brand",828,1290,aa/aa610dda.jpg
91jZYB7DhML,"This mirror's frame has the appearance of weathered, unstained wood, giving it a rustic touch. Its versatile size and square shape makes it easy to place in a classic or casual-style bedroom, hallway or living room.. Natural wood color frame for classic style with a hint of rustic.. Glass, solid rubber wood with distressed finish. 25.75""W x 25.75""H. Avoid moisture. Wipes clean with soft, dry cloth. Hanging hardware not included.",2560,2560,13/13a79dd4.jpg
81p4WwqH3QL,"A single bench cushion brings visual unity to this luxury sofa, and the gently sloping armrests give it a sleek style. With a solid-wood frame and strong brass legs, this sofa can lend elegance to your living room for years.. Overall: 80.3""W x 37.8""D x 35.4""H; Seat Height: 18.11""H; Seat Depth: 22.05""D; Seat Back Height: 12.99""H; Arm Height: 23.62""H; Leg Height: 7.09""H. Solid-wood frame with brass metal legs. Bench seat cushion with great comfort. Simple assembly in less than 15 minutes. Free returns for 30 days. 1-year warranty.",2560,2560,40/40e57a4b.jpg
71rXOJCu49L,"Brought to you by Whole Foods Market. Made with cage-free eggs. Small, bite size treats. Certified GMO-Free, Certified Kosher.",1200,1200,a1/a1f7eb3a.jpg
71sMzOG3TdL,Brought to you by Whole Foods Market. Good source of fiber. Ready in 10 minutes. USDA organic,1000,584,cd/cdc7577e.jpg
71Bb8jnOizL,"Classic and versatile ballet flat designed for daily wear and superior fit; a staple in every woman’s wardrobe. Casual silhouette with round toe shape and flattering profile and soft, mesh upper with gently elasticized topline. Sweat absorbent faux leather sock with natural hand and feel and padded insole with 8mm high quality memory for supreme cushioning and comfort. Genuine leather counter lining with “Heel-Pillow” comfort technology. Ultra flexible, lightweight, and durable TR outsole with minimalist heel, and traction grip forepart",1040,2257,2b/2b50a58e.jpg
81gm0PRJhdL,"22.1""W x 16.5""D x 40""H. Seat height is 26"".. Solid wood legs and performance fabric. Foam padding and elastic suspension system keeps upholstery firm and resilient. No assembly required. Vacuum and wipe with soft dry cloth.. Free returns for 30 days. 3-year warranty.. This simple, cleanly designed counter-height bar stool features a handsome wood panel accent across the back. Four solid wood legs offer stability and sturdiness, while foam padding and performance fabric help it hold up to a busy family's wear and tear.",2560,2560,fc/fc115eb9.jpg
A1gUJI9OYhL,"80% Wool 20% Cotton. Imported. Stunning dark green and blue medallions highlighted by a cream background and tassled ends create a sophisticated look. This runner is ideal for freshening up any transitional or contemporary room that needs a punch of elegant color and pattern.. 2'6"" x 8'. Hand-tufted in India. Medium pile height makes it durable and easy to vacuum. Vacuum, professionally clean. Pair with a rug pad, which is sold separately. Ships tightly rolled in a protective bag",2560,2560,1d/1d04ab71.jpg
61MsDrGhD9L,"Set of 20 clothing hangers with clips for use in closets, on rolling racks, and more. Hang skirts, slacks, denim, shorts and more. Includes dual clips that hold articles of clothing firmly at the waistline. Durable metal construction with a polished chrome finish. Bend and rust resistant",1968,1968,58/5808c0a7.jpg
51CbaiFXJSL,,1000,251,aa/aab977ad.jpg
71+8CfnE4cL,Brought to you by Whole Foods Market. Limited edition. Perfectly satisfying balance of salty and sweet flavor,1000,737,c2/c24656b6.jpg
61j0XwRBKLL,Peaches canned at peak ripeness. Heavy Syrup. Great for snacking,1000,1000,2e/2ec2a3bf.jpg
91Fpz9o2UEL,"Brought to you by Whole Foods Market.  Our standards are what set us apart, and our quality is what keeps us stocking pantries, fridges and freezers with the best natural and organic 365 Everyday Value products every day.. This deliciously creamy organic almondmilk boasts an authentic nutty taste with a hint of vanilla. Plus, it's an excellent source of vitamins B12 and D and a good source of vitamin A.. Carrageenan free.. Low Fat, no sugar added, non-dairy & Lactose free.. Certified Organic, Certified Kosher, Certified Vegan.",2034,2560,b8/b8cc1293.jpg
91T6HCMihhL,"36""W x 17""D x 28""H; Leg Height: 4"". One drawer and bottom display shelf. No assembly required. Free returns for 30 days. 3-year warranty.. With a rattan inset on the shelf, this birch nightstand brings a great accent to your casual or tropical retreat. A single self-close drawer with two bronze knobs provides handy storage. Display your photos or books on the convenient bottom self.",2560,2560,88/8894eb28.jpg
718NtCd2mhL,"97% USDA Certified Biobased Hand Soap, Chamomile Lemon Scent (12 FL OZ). Free of synthetic fragrances, dyes, triclosan, and phthalates. 100% post-consumer recycled plastic bottle. Cruelty free, never tested on animals. If you're not happy with any of our Presto! Products, we're happy to refund you—it's that clean and simple. An Amazon brand",2452,985,95/951be29c.jpg
717Qxr+N7wL,"This mid-century pendant light features a tinted glass dome to softly distribute light around the clean directional ring in the bottom end. Black details complete the vintage motif.. 22""W x 22""D x 60""H. Glass shade with metal accents and fabric hanging cord. A clean simple design makes this pendant stand out anywhere you place it. Matte black accents and a black cloth cord finish this mid-century modern design to take you on a journey through time. Perfect for hanging over your dining room table or in a living room for a stunning statement piece.. Hardwired. Professional installation recommended. For indoor use only",2560,2560,fc/fcc0b3de.jpg
81MwVjZPrPL,"Bring a touch of Scandinavian style to your home or office with this upholstered task chair. Subtly tufted beige fabric is paired with a clever wood grain-patterned vinyl backing, bucket seat and brass-finished base for a high comfort, low maintenance modern style.. Overall: 22.25""W x 26.25""D x 35.75""–38.75""H; adjustable seat height: 19.75""–22.75"". Upholstered chair in a neutral stone-colored fabric accented with blonde wood grain-patterned vinyl.. This chair has a 360-degree swivel mechanism with height and tension adjustments to accommodate your work style.. The tufted barrel-back design of this chair looks equally stylish in the office or in the living room as occasional seating.. Assemble in 15-30 minutes. Always use on firm, level ground. Do not stand on the seat or let children play with this chair. Check (and if necessary, tighten) all screws every 90 days.. Free returns for 30 days. 1-year warranty.",2560,2560,2c/2cd8311f.jpg
81cJ5UY-ymL,"The shelving and pullout drawer in this sleek, modern media cabinet offer plenty of storage space for electronic and multimedia components. The strong lines and metal legs produce a contemporary flair, while the patterned panels add that touch of elegance every home needs.. 47""W x 16""D x 16""H. Engineered wood with metal legs. This modern media console makes a wonderful accent piece in any home.. The shelving and 1 pull drawer make this media cabinet great for storage.. Assemble in 15-30 minutes. Wipe clean with a dry cloth.. Free returns for 30 days. 1-year warranty.",2560,2560,78/782066a8.jpg
91jVeGGV5LL,"Brought to you by Whole Foods Market. Country of origin is United States. The package dimension of the product is 7.4""L x 4.9""W x 2.5""H",2560,1808,81/81478c47.jpg
81Oz9J09rUL,"5-piece set of essential kitchen tools and accessories. Includes solid spoon, slotted turner, slotted spoon, spaghetti spoon, and skimmer. Durable, BPA-free, food-safe nylon construction. Great for new homeowners or college students, or as a general replacement set for old items. Dishwasher safe",2560,2560,6d/6d3bfa48.jpg
71wCksrfioL,Necklace featuring diamond-studded cross pendant with milgrain trim. Rope chain with spring-ring clasp. All our diamond suppliers confirm that they comply with the Kimberley Process to ensure that their diamonds are conflict free.. Imported. Carat weight listed is the total for all stones.,2560,1348,07/075a0b09.jpg
